0, 0, Header, 1, 8, 240
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -1, "major"
1, 0, Tempo, 600000
1, 40600, Tempo, 600000
1, 82800, Tempo, 674157
1, 83040, Tempo, 750000
1, 83280, Tempo, 869565
1, 83520, Tempo, 1000000
1, 83760, Tempo, 1200000
1, 84000, Tempo, 1500000
1, 84240, Tempo, 2000000
1, 84480, Tempo, 300000
1, 86400, Time_signature, 12, 3, 12, 8
1, 86400, Tempo, 1333333
1, 92160, Tempo, 1333333
1, 106680, Tempo, 1333333
1, 106800, Tempo, 1363636
1, 106920, Tempo, 1363636
1, 107040, Tempo, 1363636
1, 107160, Tempo, 1395349
1, 107280, Tempo, 1395349
1, 107400, Tempo, 1428571
1, 107520, Tempo, 1428571
1, 107640, Tempo, 1463415
1, 107760, Tempo, 1463415
1, 107880, Tempo, 1463415
1, 108000, Tempo, 1333333
1, 155880, Tempo, 1363636
1, 156240, Tempo, 1500000
1, 156600, Tempo, 1578947
1, 157320, Tempo, 1714286
1, 157680, Tempo, 1875000
1, 158040, Tempo, 1875000
1, 158400, Time_signature, 3, 2, 24, 8
1, 158400, Tempo, 600000
1, 159840, Tempo, 600000
1, 164160, Tempo, 600000
1, 268580, Tempo, 600000
1, 268600, Tempo, 606061
1, 268620, Tempo, 612245
1, 268640, Tempo, 618557
1, 268660, Tempo, 625000
1, 268680, Tempo, 631579
1, 268700, Tempo, 645161
1, 268720, Tempo, 652174
1, 268740, Tempo, 659341
1, 268760, Tempo, 666667
1, 268780, Tempo, 674157
1, 268800, Tempo, 681818
1, 268820, Tempo, 697674
1, 268840, Tempo, 705882
1, 268860, Tempo, 714286
1, 268880, Tempo, 722892
1, 268900, Tempo, 731707
1, 268920, Tempo, 740741
1, 268940, Tempo, 759494
1, 268960, Tempo, 769231
1, 268980, Tempo, 779221
1, 269000, Tempo, 789474
1, 269020, Tempo, 800000
1, 269040, Tempo, 810811
1, 269060, Tempo, 833333
1, 269080, Tempo, 845070
1, 269100, Tempo, 857143
1, 269120, Tempo, 869565
1, 269140, Tempo, 882353
1, 269160, Tempo, 895522
1, 269180, Tempo, 923077
1, 269200, Tempo, 937500
1, 269220, Tempo, 952381
1, 269240, Tempo, 967742
1, 269260, Tempo, 983607
1, 269280, Tempo, 1016949
1, 269480, Tempo, 1034483
1, 269680, Tempo, 1052632
1, 269880, Tempo, 1071429
1, 270060, Tempo, 1090909
1, 270260, Tempo, 1111111
1, 270460, Tempo, 1132075
1, 270660, Tempo, 1153846
1, 270840, Tempo, 1176471
1, 271040, Tempo, 1200000
1, 271240, Tempo, 1224490
1, 271420, Tempo, 1250000
1, 271620, Tempo, 1276596
1, 271820, Tempo, 1304348
1, 272020, Tempo, 1333333
1, 272200, Tempo, 1363636
1, 272400, Tempo, 1395349
1, 272600, Tempo, 1428571
1, 272780, Tempo, 1463415
1, 272980, Tempo, 1500000
1, 273180, Tempo, 1538462
1, 273380, Tempo, 1578947
1, 273560, Tempo, 1621622
1, 273760, Tempo, 1666667
1, 273960, Tempo, 1714286
1, 274140, Tempo, 1764706
1, 274340, Tempo, 1818182
1, 274540, Tempo, 1875000
1, 274740, Tempo, 1935484
1, 274920, Tempo, 2000000
1, 275120, Tempo, 2068966
1, 275320, Tempo, 2142857
1, 275500, Tempo, 2222222
