0, 0, Header, 1, 14, 192
1, 0, Start_track
1, 0, Sequencer_specific, 3, 0, 0, 65
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 1000000
1, 0, Marker_t, "Copyright (C) 1990 by Voyetra Technologies"
1, 0, Marker_t, "Copyright (C) 1991 by Voyetra Technologies"
1, 0, Marker_t, "Copyright (C) 1991 by Voyetra Technologies"
1, 0, Marker_t, "Keyboard"
1, 0, Marker_t, "Contrabass"
1, 0, Marker_t, "Str Sect"
1, 0, Marker_t, "Str Sect"
1, 0, Marker_t, "Str Sect"
1, 0, Marker_t, "Str Sect"
1, 0, Marker_t, "Violin"
1, 0, Marker_t, "Str Sect"
1, 0, Marker_t, "Harpsicord"
1, 0, Marker_t, "Rhythm"
1, 0, Marker_t, ""
1, 1536, Tempo, 909090
1, 2304, Tempo, 923076
1, 2688, Tempo, 937500
1, 2800, Tempo, 967741
1, 3072, Tempo, 909090
1, 8928, Tempo, 937500
1, 9216, Tempo, 857142
1, 10752, Tempo, 909090
1, 18048, Tempo, 1000000
1, 18432, Tempo, 882352
1, 36096, Tempo, 909090
1, 36864, Tempo, 857142
1, 36864, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "Contrabass"
2, 0, Program_c, 1, 43
2, 0, Control_c, 1, 7, 100
2, 0, Control_c, 1, 10, 90
2, 0, Control_c, 1, 121, 0
2, 0, Control_c, 1, 0, 0
2, 0, Program_c, 1, 43
2, 0, Control_c, 1, 10, 90
2, 0, Control_c, 1, 7, 90
2, 0, Pitch_bend_c, 1, 8192
2, 0, Control_c, 1, 1, 0
2, 0, Control_c, 1, 91, 100
2, 0, Control_c, 1, 91, 20
2, 0, Control_c, 1, 64, 0
2, 0, Control_c, 1, 11, 90
2, 0, Note_on_c, 1, 38, 92
2, 176, Note_on_c, 1, 38, 0
2, 192, Note_on_c, 1, 50, 92
2, 368, Note_on_c, 1, 50, 0
2, 384, Note_on_c, 1, 49, 87
2, 560, Note_on_c, 1, 49, 0
2, 576, Note_on_c, 1, 37, 87
2, 752, Note_on_c, 1, 37, 0
2, 768, Note_on_c, 1, 35, 101
